N,set_cardinality,add_ds_card,mult_ds_card,count
46,15,50,104,2709699
46,15,50,105,3708169
46,15,50,106,4212595
46,15,50,107,5941275
46,15,50,108,7602393
46,15,50,109,8977639
46,15,50,110,12349222
46,15,50,111,13595584
46,15,50,112,17652482
46,15,50,113,22928437
46,15,50,114,25697364
46,15,50,115,28203316
46,15,50,116,37019341
46,15,50,117,35099410
46,15,50,118,33836392
46,15,50,119,28178732
46,15,50,120,8698143
46,15,51,62,3
46,15,51,64,2
46,15,51,65,1
46,15,51,66,1
46,15,51,68,1
46,15,51,70,9
46,15,51,71,21
46,15,51,72,69
46,15,51,73,123
46,15,51,74,162
46,15,51,75,258
46,15,51,76,457
46,15,51,77,455
46,15,51,78,580
46,15,51,79,903
46,15,51,80,1511
46,15,51,81,2367
46,15,51,82,3491
46,15,51,83,6667
46,15,51,84,9634
46,15,51,85,10444
46,15,51,86,18590
46,15,51,87,20742
46,15,51,88,30832
46,15,51,89,52255
46,15,51,90,61985
46,15,51,91,90838
46,15,51,92,151443
46,15,51,93,179081
46,15,51,94,209244
46,15,51,95,346691
46,15,51,96,438469
46,15,51,97,628673
46,15,51,98,808778
46,15,51,99,1087668
46,15,51,100,1452072
46,15,51,101,1823080
46,15,51,102,2387187
46,15,51,103,3465321
46,15,51,104,4134012
46,15,51,105,5701376
46,15,51,106,6468928
46,15,51,107,9173334
46,15,51,108,11771326
46,15,51,109,14050596
46,15,51,110,19253152
46,15,51,111,21204281
46,15,51,112,27699214
46,15,51,113,36197317
46,15,51,114,40586981
46,15,51,115,44265091
46,15,51,116,58515908
46,15,51,117,55643061
46,15,51,118,53419818
46,15,51,119,44927975
46,15,51,120,13946429
46,15,52,62,2
46,15,52,64,1
46,15,52,65,1
46,15,52,67,1
46,15,52,69,1
46,15,52,70,13
46,15,52,71,22
46,15,52,72,91
46,15,52,73,165
46,15,52,74,219
46,15,52,75,336
46,15,52,76,659
46,15,52,77,614
46,15,52,78,861
46,15,52,79,1311
46,15,52,80,2067
46,15,52,81,3237
46,15,52,82,4738
46,15,52,83,9294
46,15,52,84,13578
46,15,52,85,14795
46,15,52,86,26721
46,15,52,87,29537
46,15,52,88,43598
46,15,52,89,74587
46,15,52,90,88761
46,15,52,91,129215
46,15,52,92,217517
46,15,52,93,254864
46,15,52,94,301618
46,15,52,95,500336
46,15,52,96,638629
46,15,52,97,917441
46,15,52,98,1181340
46,15,52,99,1600835
46,15,52,100,2132022
46,15,52,101,2693033
46,15,52,102,3539789
46,15,52,103,5169634
46,15,52,104,6176686
46,15,52,105,8571070
46,15,52,106,9697013
46,15,52,107,13830050
46,15,52,108,17823242
46,15,52,109,21461139
46,15,52,110,29360185
46,15,52,111,32271395
46,15,52,112,42423945
46,15,52,113,55725520
46,15,52,114,62586284
46,15,52,115,67898741
46,15,52,116,90342857
46,15,52,117,86394743
46,15,52,118,82830691
46,15,52,119,70407909
46,15,52,120,22008434
46,15,53,61,1
46,15,53,62,2
46,15,53,63,1
46,15,53,64,2
46,15,53,65,3
46,15,53,66,2
46,15,53,67,1
46,15,53,68,2
46,15,53,69,1
46,15,53,70,17
46,15,53,71,33
46,15,53,72,108
46,15,53,73,181
46,15,53,74,305
